0.00 0.00
10000 0.00
10000 0.00
10000 0.01
10000 0.03
0.00 0.00
0.02 0.01
0.12 0.08
2.08 0.33
35.61 1.19
0.00 0.01
1.27 0.10
23.81 0.69
1399.11 4.85
10000 37.61
0.02 0.04
10000 0.52
10000 6.14
10000  77.90
10000  357.19
0.11 0.14
10000  2.88
10000  80.34
10000  522.89
10000  10000
