0.0 0.0
0.0 0.02
0.0 0.64
0.0 0.0
0.35 0.12
1624.25 2.82
0.01 0.02
10000 1.07
10000 42.73
0.0 38.04
0.06 42.28
0.83 1403.93
10000 589.44
