0.00 0.00 
0.00 0.00 
0.05 0.00 
10000 0.03 
10000 0.08 
0.00 0.00 
0.00 0.01 
10.36 0.05 
10000 0.38 
10000 2.04 
0.00 0.01 
0.00 0.09 
10000 0.36 
10000 2.60 
10000 16.98 
0.00 0.02 
0.00 0.16 
10000 1.80 
10000 16.71 
10000 154.96 
0.00 0.19 
0.00 0.71 
10000 8.02 
10000 85.30 
10000 559.82 
